chemical_id	chemical_name	atc	protein_id	protein_name	mesh_id	uniprot_id	protein_score	protein_annotation	mesh_score	mesh_annotation	matador_score	matador_annotation
4927	promethazine	D04AA10 R06AD02	9606.ENSP00000352037	ENSP00000352037	D002147		0		924	DIRECT	924	DIRECT
4927	promethazine	D04AA10 R06AD02	D011968	D011968			0		765	DIRECT	765	DIRECT
4927	promethazine	D04AA10 R06AD02	D002147	D002147			0		924	DIRECT	924	DIRECT
4927	promethazine	D04AA10 R06AD02	D017310	D017310			0		950	INDIRECT	950	INDIRECT
4927	promethazine	D04AA10 R06AD02	9606.ENSP00000277916	ANXA7	D017310	Q5T0M7_HUMAN Q5T0M6_HUMAN Q5F2H3_HUMAN Q53HM8_HUMAN P20073	0		950	INDIRECT	950	INDIRECT
4926	promazine	N05AA03	9606.ENSP00000176183	ENSP00000176183	D011954	Q99587_HUMAN Q99586_HUMAN Q8WXP5_HUMAN Q8WXP4_HUMAN Q8WXP3_HUMAN Q8WXP2_HUMAN Q8WXP1_HUMAN Q8WXP0_HUMAN Q8WXN9_HUMAN Q8WTT7_HUMAN Q8WTT6_HUMAN Q8WTT3_HUMAN Q8WTQ0_HUMAN Q8NGM5_HUMAN Q8IZC0_HUMAN Q8IZB8_HUMAN Q8IZB7_HUMAN Q8IZB6_HUMAN Q76E76_HUMAN	0		696	DIRECT	696	DIRECT
4926	promazine	N05AA03	9606.ENSP00000295881	DRD3	D011954	Q9NY31_HUMAN Q9BXX6_HUMAN P35462 Q13167_HUMAN Q4VBM8 Q4VBM8_HUMAN	0		696	DIRECT	696	DIRECT
4926	promazine	N05AA03	9606.ENSP00000327652	DRD1	D011954	P21728 Q6FH34_HUMAN Q4QRJ0_HUMAN Q4QRJ0	0		696	DIRECT	696	DIRECT
4926	promazine	N05AA03	9606.ENSP00000306129	DRD5	D011954	P21918 Q8NEQ8	0		696	DIRECT	696	DIRECT
4926	promazine	N05AA03	9606.ENSP00000347474	DRD2	D011954	Q9UPA9 Q9NZR3 Q6LDH7_HUMAN Q59EH9_HUMAN P14416	0		696	DIRECT	696	DIRECT
4926	promazine	N05AA03	D011954	D011954			0		696	DIRECT	696	DIRECT
4922	proglumide	A02BX06	9606.ENSP00000295589	CCKAR	D011949	P32238	0		906	DIRECT	906	DIRECT
4922	proglumide	A02BX06	D011949	D011949			0		906	DIRECT	906	DIRECT
4922	proglumide	A02BX06	9606.ENSP00000335544	CCKBR	D011949	P32239 O75824_HUMAN Q9UBV1_HUMAN Q92492_HUMAN Q16144_HUMAN	0		906	DIRECT	906	DIRECT
4922	proglumide	A02BX06	9606.ENSP00000225992	PPY		P01298	950	INDIRECT	0		950	INDIRECT
4922	proglumide	A02BX06	9606.ENSP00000011477	PRSS3	D014357	Q5VXV0_HUMAN Q5JT16_HUMAN Q5JT15_HUMAN Q15665 P15951 P35030 Q9UQV3 Q8N2U3_HUMAN Q7Z5F4_HUMAN Q7Z5F3_HUMAN Q6ISJ4_HUMAN	0		938	INDIRECT	938	INDIRECT
4922	proglumide	A02BX06	9606.ENSP00000318568	PRSS2	D014357	P07477 P07478 Q9HAN7 Q9HAN6 Q9HAN5 Q9HAN4 Q92955 Q8NHM4_HUMAN Q8N1C9_HUMAN Q86W20_HUMAN Q86W19_HUMAN Q86W18_HUMAN Q86W17_HUMAN Q7Z5Y9_HUMAN Q7Z5P3_HUMAN Q7Z445_HUMAN Q6PK75_HUMAN Q5NV57_HUMAN Q5NV56_HUMAN Q53ZX9_HUMAN Q53ZX8_HUMAN Q53ZX7_HUMAN Q53ZV8_HUMAN Q53ZF3_HUMAN Q45KI0_HUMAN	0		938	INDIRECT	938	INDIRECT
4922	proglumide	A02BX06	D014357	D014357			0		938	INDIRECT	938	INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000217176	CHRNA4	D011950	Q5EIV0_HUMAN Q5EIU9_HUMAN Q59FV0_HUMAN Q4VAQ6_HUMAN Q4VAQ3_HUMAN Q4JGR7 P43681	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000189978	MUSK	D011950	Q5VZW8_HUMAN Q5VZW7_HUMAN Q15457_HUMAN O15146	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000240132	CHRNA2	D011950	Q15822 Q9HAQ3	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000333348	GPR109B	D011950	P49019 Q8TDS4_HUMAN Q8NGE4_HUMAN Q8NGE4	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000292212	CHRNB2	D011950	Q5SXY3_HUMAN P17787 Q9UEH9	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000250699	CHRNA10	D011950	Q9GZZ6	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000276410	CHRNA6	D011950	Q15825	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000261007	CHRNA1	D011950	Q53SH4_HUMAN P02708 Q9BRE6_HUMAN	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000258385	CHRND	D011950	Q52LH4 Q07001	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000303727	CHRNA7	D011950	P36544 Q9BXH0 Q99555 Q96RH2 Q8IUZ4_HUMAN Q693P7_HUMAN Q5W554_HUMAN Q15826	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000319984	CHRM2	D011950	P08172 Q9P1X9 Q96RH0_HUMAN Q86SJ1_HUMAN Q6SL56_HUMAN Q4VBK6_HUMAN	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000299847	CHRFAM7A	D011950	Q494W8_HUMAN	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000293780	CHRNE	D011950	Q04844 Q8N731_HUMAN	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000304290	CHRNB1	D011950	P11230 Q96FB8 Q8IZ46_HUMAN	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000315602	CHRNA3	D011950	P32297 Q9BRR4_HUMAN Q9BQ93 Q99553 Q96RH3 Q86U77_HUMAN Q6EWN2_HUMAN Q4KMN8_HUMAN Q15823	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000312663	CHRNA9	D011950	Q9UGM1 Q9NYV2 Q4W5A2_HUMAN Q4W5A2	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	9606.ENSP00000306490	CHRM1	D011950	P11229 Q96RH1_HUMAN Q53XZ3_HUMAN	0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4919	procyclidine	N04AA04	D011950	D011950			0		389	DIRECT_INDIRECT	389	DIRECT_INDIRECT
4917	prochlorperazine	N05AB04	9606.ENSP00000176183	ENSP00000176183	D017448	Q99587_HUMAN Q99586_HUMAN Q8WXP5_HUMAN Q8WXP4_HUMAN Q8WXP3_HUMAN Q8WXP2_HUMAN Q8WXP1_HUMAN Q8WXP0_HUMAN Q8WXN9_HUMAN Q8WTT7_HUMAN Q8WTT6_HUMAN Q8WTT3_HUMAN Q8WTQ0_HUMAN Q8NGM5_HUMAN Q8IZC0_HUMAN Q8IZB8_HUMAN Q8IZB7_HUMAN Q8IZB6_HUMAN Q76E76_HUMAN	0		800	DIRECT	800	DIRECT
4917	prochlorperazine	N05AB04	9606.ENSP00000327652	DRD1	D011954	P21728 Q6FH34_HUMAN Q4QRJ0_HUMAN Q4QRJ0	0		696	DIRECT	696	DIRECT
4917	prochlorperazine	N05AB04	9606.ENSP00000306129	DRD5	D011954	P21918 Q8NEQ8	0		696	DIRECT	696	DIRECT
4917	prochlorperazine	N05AB04	9606.ENSP00000295881	DRD3	D017448	Q9NY31_HUMAN Q9BXX6_HUMAN P35462 Q13167_HUMAN Q4VBM8 Q4VBM8_HUMAN	0		800	DIRECT	800	DIRECT
4917	prochlorperazine	N05AB04	9606.ENSP00000347474	DRD2	D017448	Q9UPA9 Q9NZR3 Q6LDH7_HUMAN Q59EH9_HUMAN P14416	0		800	DIRECT	800	DIRECT
4917	prochlorperazine	N05AB04	D017448	D017448			0		800	DIRECT	800	DIRECT
4917	prochlorperazine	N05AB04	D011954	D011954			0		696	DIRECT	696	DIRECT
4917	prochlorperazine	N05AB04	9606.ENSP00000347754	HTR3A	D044406	O60854 Q9UEP2_HUMAN Q9BSZ9 Q99918 Q7KZM7_HUMAN P46098	0		950	DIRECT_INDIRECT	950	DIRECT_INDIRECT
4917	prochlorperazine	N05AB04	D044406	D044406			0		950	DIRECT_INDIRECT	950	DIRECT_INDIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000046967	ADRB1	D011943	Q5T5Y4_HUMAN P08588 Q9UKG8 Q9UKG7	0		809	DIRECT	809	DIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000305372	ADRB2	D011943	P07550 O14823 O14824 O14825 O14826 Q9UMZ5 Q9UHA1 Q9UH95 Q9UCZ2_HUMAN Q9UCZ1_HUMAN Q9UCZ0_HUMAN Q9BYZ0_HUMAN Q96EC3_HUMAN Q8NEQ9 Q6P4D8_HUMAN Q6GMT4_HUMAN Q53GA6_HUMAN Q4JG18_HUMAN Q4JG18	0		809	DIRECT	809	DIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000343782	ADRB3	D011943	Q4JFT4_HUMAN Q4JFT4 P13945	0		809	DIRECT	809	DIRECT
4916	procaterol	R03AC16 R03CC08	D011943	D011943			0		809	DIRECT	809	DIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000286355	ADCY8	D000262	P40145	0		511	INDIRECT	511	INDIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000264672	ADCY2	D000262	Q08462 Q9UPU2 Q9UDB2_HUMAN Q7RTV6_HUMAN Q71UM8_HUMAN	0		511	INDIRECT	511	INDIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000260600	KIAA0511	D000262	Q53T54_HUMAN O60266 Q9UDB1 Q8NBM1_HUMAN	0		511	INDIRECT	511	INDIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000254235	ADCY7	D000262	P51828 Q86YI0_HUMAN	0		511	INDIRECT	511	INDIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000195455	AC1	D000262	Q99440	0		511	INDIRECT	511	INDIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000297323	ADCY1	D000262	Q8NFM5_HUMAN Q75MI1 Q08828 Q59FG4_HUMAN	0		511	INDIRECT	511	INDIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000294016	ADCY9	D000262	Q4ZIR5_HUMAN Q4ZIR5 Q4ZHT9_HUMAN Q4ZHT9 O60503 O60273 Q9UGP2 Q9BWT4	0		511	INDIRECT	511	INDIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000312126	ADCY4	D000262	Q96ML7 Q96KY6_HUMAN Q8NFM4 Q86TZ7_HUMAN Q6ZN83_HUMAN	0		511	INDIRECT	511	INDIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000311405	ADCY6	D000262	O43306 Q9UDB0_HUMAN Q9NR75 Q9NR74_HUMAN Q6LCE1_HUMAN	0		511	INDIRECT	511	INDIRECT
4916	procaterol	R03AC16 R03CC08	9606.ENSP00000308685	ADCY5	D000262	O95622 Q8NFM3 Q7RTV7_HUMAN	0		511	INDIRECT	511	INDIRECT
4916	procaterol	R03AC16 R03CC08	D000262	D000262			0		511	INDIRECT	511	INDIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000006839	SCN4A	D015222	Q16447 Q15478 O60217_HUMAN P35499 Q9H3L9_HUMAN Q7Z6B1	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000228468	ENSP00000228468	D015222		0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000262631	SCN1B	D015222	Q5TZZ4_HUMAN Q07699 Q8WU42_HUMAN	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000264381	BCHE	D002091	P06276 Q96HL2_HUMAN	0		950	DIRECT	950	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000267160	ESD	D043182	Q5TBV2 Q5TBV0_HUMAN Q5TBU8 P10768 Q9BVJ2	0		749	DIRECT	749	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000264432	ACCN5	D015222	Q9NY37_HUMAN	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000283254	SCN3A	D015222	Q53SX0_HUMAN Q16142 Q9Y6P4 Q9UPD1 Q9P2J1_HUMAN Q9NYK2 Q9NY46 Q9GZM4_HUMAN Q9C007_HUMAN Q9C006 Q9BZB3	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000300061	SCNN1G	D015222	P51170 Q96TD2 Q93027 Q93026 Q93025 Q93024 Q93023 Q6PCC2_HUMAN Q6PCC2 Q6LCK5_HUMAN P78437	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000299333	SCN3B	D015222	Q9ULR2 Q9NY72	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000297504	ACCN3	D015222	Q9UHC4 Q9UHC3 Q9UER8 Q9NUT2 Q8N1X3_HUMAN O60263 O75906 O95787 Q53GM0_HUMAN Q59FN9	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000317842	ENSP00000317842	D043182	O00748 Q8TCP8 Q8IUP4 Q7Z366 Q6IPK9_HUMAN Q5MAB8 Q53H57_HUMAN Q4G0E9_HUMAN Q16859	0		749	DIRECT	749	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000319126	DEFB112	D015222	Q8NET0_HUMAN	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000302874	SCNN1B	D015222	P51168 O60891 Q9UMU5 Q9UJ32 Q96KG2 Q8WY57_HUMAN	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000312702	DEFB114	D015222	Q8NES9_HUMAN	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000304748	ENSP00000304748	D015222	Q53QP0_HUMAN Q3YAA2_HUMAN	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000321594	SCNN1D	D015222	P51172 Q8NA24 Q6ZMN3_HUMAN Q5T7L4_HUMAN Q5T7L3_HUMAN	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000326309	DEFB124	D015222	Q8NES8 Q30E74	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000329956	SCN10A	D015222	Q9Y5Y9	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000347754	HTR3A	D044406	O60854 Q9UEP2_HUMAN Q9BSZ9 Q99918 Q7KZM7_HUMAN P46098	0		950	DIRECT	950	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000350786	ACCN4	D015222	Q9NQA4 Q96FT7 Q6PIN9 Q6GMS1 Q53SB7	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000338508	EEF1B2	D015222	Q6IBH9 P24534	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000322460	SCN4B	D015222	Q8IWT1 Q6PIG5	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000350037	ACHE	D002802	Q9BXP7 Q86TM9 Q5XKG9_HUMAN Q53F46_HUMAN Q504V3_HUMAN Q16169 P22303	0		906	DIRECT	906	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000353174	RYR2	D015220	Q92736 Q5VWP1_HUMAN Q546N8_HUMAN Q546N8 Q15411	0		233	DIRECT_IRRELEVANT	865	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	D002091	D002091			0		950	DIRECT	950	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000353720	SES1	D043182	Q9ULY2 Q9UK77 Q96EE8 Q86UK2 Q549X8_HUMAN Q549X7_HUMAN Q16788 Q16737 Q14062 Q13657 Q00015 P23141	0		749	DIRECT	749	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000354852	RYR3	D015220	O15175 Q15413 Q15412	0		233	DIRECT_IRRELEVANT	865	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	D015222	D015222			0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	D002802	D002802			0		906	DIRECT	906	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	D019837	D019837			0		865	DIRECT	865	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	D043182	D043182			0		749	DIRECT	749	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	D044406	D044406			0		950	DIRECT	950	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000353158	SCN7A	D015222	Q16278_HUMAN Q01118	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000352608	RYR1	D015220	Q9P1U4 Q9NPK1 Q8WYM8_HUMAN Q8WYM7_HUMAN Q59FN5_HUMAN Q16368 Q16314 P21817 O75591_HUMAN	0		233	DIRECT_IRRELEVANT	865	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000353292	SCNN1A	D015222	Q6UP09_HUMAN Q6GSQ6_HUMAN	0		318	DIRECT	318	DIRECT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000222212	CACNG7	D015220	Q52LL8_HUMAN P62955 Q9BXT1 Q8WXS6 Q8VBX3	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000280663	CACNA2D4	D015220	Q8IZS9_HUMAN Q86XZ5_HUMAN Q7Z3S8_HUMAN Q7Z3S7_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000201943	CACNB1	D015220	Q59GD3_HUMAN Q02641 Q02640 Q02639 O15331 Q9UD79_HUMAN Q9C085 Q8N3X9_HUMAN Q6TME4_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000262209	TRPA1	D015220	O75762	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000226021	CACNG1	D015220	Q06432	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000277549	CACNA1B	D015220	Q5SQC7_HUMAN Q5SQC6_HUMAN Q5SQC5_HUMAN Q5SQC4_HUMAN Q5JRE4_HUMAN Q59FJ3_HUMAN Q00975 Q9HBI4_HUMAN Q9HBI3_HUMAN Q9HBH4_HUMAN Q9HBH2_HUMAN Q9HBG3_HUMAN Q9HBG2_HUMAN Q9HAT6_HUMAN Q9HAT5_HUMAN Q9HAT4_HUMAN Q9HAT3_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000237596	ENSP00000237596	D015220	Q15764 Q13563 O60441 Q9UEU6_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000262138	CACNG4	D015220	Q9UBN1	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000244411	ITPR3	D015220	Q5TAQ2_HUMAN Q59ES2_HUMAN Q14649 Q14573	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000263942	CACNA1S	D015220	Q5T4J7_HUMAN Q5T4J6_HUMAN Q13934 Q13698 Q13062_HUMAN Q12966_HUMAN Q12896	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000270349	SLC6A3	D050483	Q14996 Q01959 Q99494_HUMAN Q6LC27_HUMAN	0		950	DIRECT_IRRELEVANT	950	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000262304	PKD1	D015220	Q59GT4_HUMAN Q59EY6_HUMAN Q15142_HUMAN Q15141 Q15140 P98161 O75276_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000266376	CACNA1C	D015220	Q5V9X9_HUMAN Q59GU3_HUMAN Q4VMI9_HUMAN Q4VMI8_HUMAN Q4VMI7_HUMAN Q15877 Q14744 Q14743 Q13936 Q13933 Q13932 Q13930 Q13929 Q13928 Q13927 Q13926 Q13925 Q13924 Q13923 Q13922 Q13921 Q13920 Q13919 Q13918 Q13917 O95234_HUMAN Q99875 Q99241 Q99025 Q8N6C0_HUMAN Q86XX1_HUMAN Q86XX0_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000321618	CACNA1F	D015220	O43901 O60840 O95226_HUMAN Q9UHB1_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000288139	CACNA1D	D015220	Q59GD8_HUMAN Q13931 Q13916 Q01668 Q9UDC3_HUMAN Q71UT1_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000288197	CACNA2D3	D015220	Q9NY18_HUMAN Q9NY16_HUMAN Q8IZS8_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000301050	CACNB3	D015220	P54284 Q13913	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000300105	CACNG2	D015220	Q9Y698 Q9UGZ7 Q5TGT3 Q2M1M1	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000351401	CACNA1H	D015220	O95802 O95180 Q9NYY7_HUMAN Q9NYY6_HUMAN Q9NYY5 Q9NYY4 Q96RZ9 Q96QI6 Q8WWI6	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000309052	CATSPER1	D015220	Q96P76_HUMAN Q8NEC5_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000352358	TRPV6	D015220	Q9NXZ3_HUMAN Q9H296 Q9H1D1 Q9H1D0 Q96LC5 Q8WXR8 Q8TDL3 Q8NBV5_HUMAN Q6XYC3_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000320025	CACNB2	D015220	O00304 Q9Y341 Q9Y340 Q9HD32 Q9BWU2 Q96NZ5 Q96NZ4 Q96NZ3 Q8WX81 Q6TME3_HUMAN Q6TME2_HUMAN Q6TME1_HUMAN Q6TME0_HUMAN Q5VWV7_HUMAN Q5VWV6_HUMAN Q5VWD8_HUMAN Q5VWD7_HUMAN Q5VVH1_HUMAN Q5UM67_HUMAN Q5QJA0_HUMAN Q5QJ99_HUMAN Q59H42_HUMAN Q08289	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000337829	CACNA1I	D015220	Q9UNE6 Q9ULU9 Q9UH30 Q9UH15 Q9P0X4 Q9NZC8 Q8NFX6 Q7Z6S9 Q5JZ88 O95504	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000350979	CACNA1G	D015220	O94770 O43498 O43497 Q9Y5T3 Q9Y5T2 Q9UNG7 Q9ULU6 Q9UHP0 Q9UHN9 Q9NYV1 Q9NYV0 Q9NYU9 Q9NYU8 Q9NYU7 Q9NYU6 Q9NYU5 Q9NYU4	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000335272	PKD1L3	D015220	Q7Z443_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000330916	CACNB4	D015220	O00305 O60515 Q9NZA2_HUMAN Q96L40 Q6B000_HUMAN Q580I4_HUMAN Q53S65_HUMAN	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000349320	CACNA2D1	D015220	O95026_HUMAN Q9UIU0_HUMAN Q9UDU5_HUMAN Q9UDQ3_HUMAN Q9UDL7_HUMAN Q9UD82_HUMAN Q9UD81_HUMAN Q9UD80_HUMAN P54289	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000350183	CACNA1E	D015220	Q9UN68_HUMAN Q9NYZ6_HUMAN Q9NYZ5_HUMAN Q9NY05_HUMAN Q5VZB8_HUMAN Q5VZB7_HUMAN Q5VZB6_HUMAN Q59FG1_HUMAN Q15878 Q14581 Q14580	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
4914	procaine	C05AD05 N01BA02 S01HA05	9606.ENSP00000349597	ITPR1	D015220	Q99897 Q59H91_HUMAN Q14660 Q14643	0		233	DIRECT_IRRELEVANT	233	DIRECT_IRRELEVANT
