chemical_id	chemical_name	atc	protein_id	protein_name	mesh_id	uniprot_id	protein_score	protein_annotation	mesh_score	mesh_annotation	matador_score	matador_annotation
11954269	everolimus	L04AA18	9606.ENSP00000354587	FRAP1		Q9Y4I3 Q96QW8_HUMAN Q96QG3 Q6LE87 Q5TER3_HUMAN Q5TER1_HUMAN Q5T2J5_HUMAN Q4LE76_HUMAN P42345	950	DIRECT	0		950	DIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000255040	APCS	D000209	P02743	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000273550	FTH1	D000209	Q3SWW1 P02794 Q6NZ44_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000336829	FGG	D000209	P04470 P04469 P02679 Q9UC63_HUMAN Q9UC62_HUMAN Q96KJ3 Q96A14 Q7Z664_HUMAN Q53Y18_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000348068	SERPINA1	D000209	P01009 Q9UCM3_HUMAN Q9UCE6_HUMAN Q9P1P0 Q96ES1 Q96BF9 Q86U19_HUMAN Q86U18_HUMAN Q5U0M1 Q53XB8_HUMAN Q13747_HUMAN Q13672	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000277480	LCN2	D000209	Q5SYW0_HUMAN Q5SYV9_HUMAN P80188 P30150 Q92683 Q6FGL5_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000349451	HPR	D000209	P00739 P00738 P00737 Q9ULB0 Q92659 Q92658 Q7LE20 Q6PEJ8_HUMAN Q6LBY9 Q3B7J0 Q2PP15 Q14552_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000349711	ORM1	D000209	P02763 Q8TC16 Q6IB74_HUMAN Q5U067_HUMAN Q5T539_HUMAN Q5T538_HUMAN Q16571 P19652	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000256733	ENSP00000256733	D000209		0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000278207	SAA3P	D000209	P22614 O95735	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000351029	HLA-A	D000209	P06338 P05534 P04439 P01892 P01891 O98137 O98011 O98010 O98009 O98008_HUMAN O98007_HUMAN O78171 O78168_HUMAN O78126_HUMAN O78096_HUMAN O78086_HUMAN O78085_HUMAN O78081_HUMAN O78073 O77964 O77938 O77937 O62924 O62921 O62920_HUMAN O62892_HUMAN O62891_HUMAN O46874 O46853_HUMAN O46852_HUMAN O43907 O43906 O02860_HUMAN O02922_HUMAN O02939 O02954 O02955 O02963 O02968_HUMAN O15506_HUMAN O19509 O19520_HUMAN O19521_HUMAN O19546 O19558_HUMAN O19559_HUMAN O19560_HUMAN O19561_HUMAN O19562_HUMAN O19598 O19600_HUMAN O19601_HUMAN O19602_HUMAN O19603_HUMAN O19604_HUMAN O19605 O19606 O19619 O19642_HUMAN O19647 O19671_HUMAN O19672_HUMAN O19673 O19687 O19689_HUMAN O19695 O19756 O19794 O19795 O19796_HUMAN O19797_HUMAN Q9UQU7 Q9UQU6 Q9UQU3 Q9UQU2_HUMAN Q9UQU1_HUMAN Q9UQU0_HUMAN Q9UQT7_HUMAN Q9UM27_HUMAN Q9UIP8_HUMAN Q9UIP7 Q9UIN2 Q9UIN1 Q9UEY0_HUMAN Q9UEX6_HUMAN Q9UEX5_HUMAN Q9UE97_HUMAN Q9TQP8_HUMAN Q9TQP7 Q9TQP6 Q9TQP5 Q9TQP4_HUMAN Q9TQN5 Q9TQM6 Q9TQM5_HUMAN Q9TQL5_HUMAN Q9TQK5 Q9TQI3 Q9TQH5 Q9TQG9_HUMAN Q9TQG8_HUMAN Q9TQG7 Q9TQG6_HUMAN Q9TQG5 Q9TQG0 Q9TQF9 Q9TQF8 Q9TQF6_HUMAN Q9TQF5 Q9TQF3_HUMAN Q9TQF2_HUMAN Q9TQF1 Q9TQE9 Q9TQE8 Q9TQE6_HUMAN Q9TQB6_HUMAN Q9TQ84_HUMAN Q9TQ80_HUMAN Q9TQ74_HUMAN Q9TQ73_HUMAN Q9TQ68_HUMAN Q9TQ65_HUMAN Q9TQ28_HUMAN Q9TQ27_HUMAN Q9TQ26_HUMAN Q9TQ25_HUMAN Q9TQ24 Q9TPY0 Q9TPX9 Q9TPX8 Q9TPX5_HUMAN Q9TPW4_HUMAN Q9TPV7_HUMAN Q9TPV5_HUMAN Q9TPU6_HUMAN Q9TPU3_HUMAN Q9TPU2_HUMAN Q9TPT8_HUMAN Q9TPT7_HUMAN Q9TPS9_HUMAN Q9TPS0_HUMAN Q9TPR8 Q9TPR7_HUMAN Q9TPR6_HUMAN Q9TPQ6_HUMAN Q9TPQ5_HUMAN Q9TPQ3 Q9TP40_HUMAN Q9TP39_HUMAN Q9TP25 Q9MYI5 Q9MYI2_HUMAN Q9MYI0_HUMAN Q9MYH8_HUMAN Q9MYG5 Q9MYG4 Q9MYF8_HUMAN Q9MYF7_HUMAN Q9MYF6_HUMAN Q9MYF0_HUMAN Q9MYE9 Q9MYE6_HUMAN Q9MYE1_HUMAN Q9MYD5_HUMAN Q9MYD0_HUMAN Q9MYC5_HUMAN Q9MYC4 Q9MYA9_HUMAN Q9MYA8_HUMAN Q9MYA5 Q9MYA3 Q9MY99_HUMAN Q9MY98_HUMAN Q9MY89 Q9MY72_HUMAN Q9MY52_HUMAN Q9MY51_HUMAN Q9MY40_HUMAN Q9MY36_HUMAN Q9MW42 Q9MW39_HUMAN Q9GJP2_HUMAN Q9GJM2_HUMAN Q9GJM0_HUMAN Q9GJE8 Q9GJE7 Q9GJE6 Q9GJ61_HUMAN Q9GJ47_HUMAN Q9GJ44_HUMAN Q9GJ43_HUMAN Q9GJ42_HUMAN Q9GJ34_HUMAN Q9GJ29_HUMAN Q9GJ24_HUMAN Q9GJ21_HUMAN Q9GIP2_HUMAN Q9GIP0_HUMAN Q9GIN6_HUMAN Q9GIN3_HUMAN Q9GIN1_HUMAN Q9GIN0_HUMAN Q9BD39_HUMAN Q9BD22_HUMAN Q9BD19 Q9BD15 Q9BD14_HUMAN Q9BD11_HUMAN Q9BCT4_HUMAN Q9BCN8_HUMAN Q9BCN0 Q95J07_HUMAN Q95J06_HUMAN Q95J05_HUMAN Q95J03_HUMAN Q95J02_HUMAN Q95IZ5 Q95IZ4_HUMAN Q95IZ3_HUMAN Q95IZ1_HUMAN Q95IY9_HUMAN Q95IY8_HUMAN Q95IH7_HUMAN Q95IH6_HUMAN Q95IH3_HUMAN Q95IG6_HUMAN Q95IG4_HUMAN Q95ID4_HUMAN Q95IC1_HUMAN Q95IB5_HUMAN Q95IB1_HUMAN Q95IB0_HUMAN Q95IA1_HUMAN Q95HD8_HUMAN Q95HA5_HUMAN Q95387_HUMAN Q95380 Q95377 Q95362 Q95361_HUMAN Q95355 Q95352 Q8WUX3_HUMAN Q8WMB7_HUMAN Q8WMB6_HUMAN Q8WMB5_HUMAN Q8WMB4_HUMAN Q8WMA2_HUMAN Q8WLT5_HUMAN Q8WLT0_HUMAN Q8WLS5_HUMAN Q8WLS4_HUMAN Q8WLQ6_HUMAN Q8SP57_HUMAN Q8SNC6_HUMAN Q8SNB3_HUMAN Q8SNA7_HUMAN Q8MHP8_HUMAN Q8MHP7_HUMAN Q8MHN9 Q8MHN8_HUMAN Q8MHN7_HUMAN Q8MHM4_HUMAN Q8MHM2_HUMAN Q8MHM1 Q8MGZ5_HUMAN Q8MGZ4_HUMAN Q8MGZ1_HUMAN Q8MGT5_HUMAN Q8HX85_HUMAN Q8HWT0_HUMAN Q8HWS5_HUMAN Q8HWQ9_HUMAN Q8HWQ8_HUMAN Q8HWQ1_HUMAN Q8HWP1_HUMAN Q8HWG9_HUMAN Q8HWG8_HUMAN Q8HWG7_HUMAN Q8HWG6_HUMAN Q861Q7_HUMAN Q861H1_HUMAN Q861F7_HUMAN Q861F6_HUMAN Q861E7_HUMAN Q861B7_HUMAN Q861B2_HUMAN Q861A9_HUMAN Q861A7_HUMAN Q861A6_HUMAN Q860R4_HUMAN Q860R3_HUMAN Q860B5_HUMAN Q860B4_HUMAN Q860B1_HUMAN Q860A9_HUMAN Q860A7_HUMAN Q85ZX7_HUMAN Q85ZX6_HUMAN Q7YQ40_HUMAN Q7YQ39_HUMAN Q7YQ33_HUMAN Q7YPW4_HUMAN Q7YP76_HUMAN Q7YP60_HUMAN Q7YP31_HUMAN Q7YP28_HUMAN Q7YP25_HUMAN Q7YP24_HUMAN Q7YP23_HUMAN Q7YNY6_HUMAN Q7YNY3_HUMAN Q7YNY2_HUMAN Q7YNY0_HUMAN Q7YNX9_HUMAN Q7YNX7_HUMAN Q75WB6_HUMAN Q75NY8_HUMAN Q75NJ3_HUMAN Q70I55_HUMAN Q70GP5_HUMAN Q70GH2_HUMAN Q70GH1_HUMAN Q70FC8_HUMAN Q708C4_HUMAN Q704T5_HUMAN Q704F3_HUMAN Q700L5_HUMAN Q700J7_HUMAN Q6ZZ84_HUMAN Q6VS85_HUMAN Q6V117_HUMAN Q6UJZ9_HUMAN Q6UJZ8_HUMAN Q6UJZ7_HUMAN Q6TGP7_HUMAN Q6R741_HUMAN Q6R740_HUMAN Q6Q3G5_HUMAN Q6PW03_HUMAN Q6L6T0_HUMAN Q6L6R5_HUMAN Q6L6Q3_HUMAN Q6L6P9_HUMAN Q6L676_HUMAN Q6L675_HUMAN Q6L625_HUMAN Q6KE91_HUMAN Q6J0S2_HUMAN Q6IVJ9_HUMAN Q6IVJ8_HUMAN Q6IVJ7_HUMAN Q6IVJ6_HUMAN Q6IVJ5_HUMAN Q6IV49_HUMAN Q6IV48_HUMAN Q6IUZ5_HUMAN Q6IUZ4_HUMAN Q6I6G7_HUMAN Q6I688_HUMAN Q6F3I9_HUMAN Q6F3H0_HUMAN Q6F3E3_HUMAN Q6F3E2_HUMAN Q6EXB0_HUMAN Q6E5A2_HUMAN Q6AW25_HUMAN Q68Y63_HUMAN Q65A82_HUMAN Q60I39_HUMAN Q5ZGM8_HUMAN Q5XLD1_HUMAN Q5W9R8_HUMAN Q5W1M0_HUMAN Q5TIL1_HUMAN Q5SUL6_HUMAN Q5SUL5_HUMAN Q5SRN7_HUMAN Q5SRN5_HUMAN Q5SPM2_HUMAN Q5S3I7_HUMAN Q5S3G3_HUMAN Q5S3G1_HUMAN Q5RJ27_HUMAN Q5R1M0_HUMAN Q5QRY8_HUMAN Q5NTA9_HUMAN Q5NTA3_HUMAN Q5NTA2_HUMAN Q5ND69_HUMAN Q5MD70_HUMAN Q5MCQ6_HUMAN Q5MBP3_HUMAN Q5MAG5_HUMAN Q5K146_HUMAN Q5K145_HUMAN Q5JZM7_HUMAN Q5GMP9_HUMAN Q5G274_HUMAN Q5G0H2_HUMAN Q5G0H1_HUMAN Q5G0H0_HUMAN Q5G0G9_HUMAN Q5FZM7_HUMAN Q5FZM6_HUMAN Q5FYV2_HUMAN Q5EPE9_HUMAN Q5ENW2_HUMAN Q5ENW1_HUMAN Q5ENW0_HUMAN Q5ENV9_HUMAN Q5ENV8_HUMAN Q5ENH3_HUMAN Q5ENG8_HUMAN Q5EDF8_HUMAN Q5D5C6_HUMAN Q5D1X1_HUMAN Q5CAR1_HUMAN Q59GJ2_HUMAN Q56H48_HUMAN Q546Q4_HUMAN Q546F7_HUMAN Q546D2_HUMAN Q545Z6_HUMAN Q540M3_HUMAN Q53ZT6_HUMAN Q53ZQ4_HUMAN Q53ZQ3_HUMAN Q53ZP1_HUMAN Q53Z42_HUMAN Q53YS0_HUMAN Q52YL7_HUMAN Q52QV5_HUMAN Q50I06_HUMAN Q4ZJJ1_HUMAN Q4ZG94_HUMAN Q4ZG93_HUMAN Q4W6C5_HUMAN Q4W6C3_HUMAN Q4W6C0_HUMAN Q4W5U0_HUMAN Q4VYU3_HUMAN Q4QZC0_HUMAN Q4QZ16_HUMAN Q4QYZ9_HUMAN Q4LAU0_HUMAN Q4JLV8_HUMAN Q4GX03_HUMAN Q4A517_HUMAN Q4A1H0_HUMAN Q4A1D3_HUMAN Q45YJ7_HUMAN Q45YJ6_HUMAN Q45YJ5_HUMAN Q45YJ4_HUMAN Q45XP5_HUMAN Q45NE2_HUMAN Q45NE1_HUMAN Q45FD6_HUMAN Q3YBM1_HUMAN Q31623 Q30208 Q30177_HUMAN Q29947_HUMAN Q29946_HUMAN Q29920_HUMAN Q29910 Q29909 Q29908 Q29907_HUMAN Q29899 Q29840_HUMAN Q29838 Q29837 Q29835 Q29757_HUMAN Q29756_HUMAN Q29747 Q29741_HUMAN Q29740_HUMAN Q29739_HUMAN Q29738_HUMAN Q29689_HUMAN Q29680 Q29634_HUMAN Q09160 P79616_HUMAN P79603_HUMAN P79563 P79562 P79557_HUMAN P79556_HUMAN P79505 P79500_HUMAN P79495_HUMAN P78376_HUMAN P30514 P30512 P30459 P30458 P30457 P30456 P30455 P30454 P30453 P30452 P30451 P30450 P30449 P30448 P30447 P30446 P30445 P30444 P30443 P18462 P16190 P16189 P16188 P13746 P10316 P10315 P10314 P10313	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000354291	ENSP00000354291	D000209	Q6NVW5_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000278222	SAA4	D000209	P35542 Q6FHJ4_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	D000209	D000209			0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	D002097	D002097			0		736	INDIRECT	736	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000217407	LBP	D000209	O43438 P18428 Q9UD66 Q9H403 Q92672 Q8TCF0_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000261981	SERPINA3	D000209	Q59GP9 Q13703 P01011 Q9UNU9 Q96DW8 Q8N177 Q6NSC9 Q6LDT7 Q6LBY8	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000291440	CPAMD8	D000209	Q9ULD7_HUMAN Q8NC09_HUMAN Q8IZJ3_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000295897	ALB	D000209	Q9UJZ0 Q9UHS3 Q9P1I7 Q9P157 Q8IUK7_HUMAN Q86YG0_HUMAN Q6UXK4 Q68DN5_HUMAN Q68DN5 Q645G4_HUMAN O95574 P02768 P04277 Q13140 Q56G89_HUMAN Q5D0D7_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000264613	CP	D000209	Q2PP18 Q14063 P00450 Q9UKS4 Q6NSB2_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000295927	TSG14	D000209	P26022	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000296695	SPINK1	D000209	P00995	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000245907	C3	D000209	P01024 Q6LDJ0_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000264998	PRO1400	D000209	Q53H26_HUMAN P02787 O43890 Q9UHV0 Q9NQB8	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000306099	FGB	D000209	P02675	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000306361	FGA	D000209	P02671 Q9UCH2 Q9BX62 Q8WW76_HUMAN Q86Z09_HUMAN Q4QQH7_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000265634	NPTX2	D002097	P47972 Q96G70 Q86XV7	0		736	INDIRECT	736	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000307549	NPTX1	D002097	Q5FWE6_HUMAN Q5FWE6 Q15818	0		736	INDIRECT	736	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000308762	SAA1	D000209	P02737 P02736 P02735 Q96QN0 Q6FG67_HUMAN Q3KRB3 Q16879 Q16835 Q16834 Q16782_HUMAN Q16730 Q15423_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000248598	FGL2	D000209	Q53GD2_HUMAN Q14314 Q8WWE4_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000265983	HPX	D000209	P02790 Q9BS19_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000313691	FTMT	D000209	Q8N4E7	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000319435	ENSP00000319435	D002097	P02741 Q8WW75 Q5VVP7_HUMAN	950	INDIRECT	736	INDIRECT	950	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000266041	ITIH4	D000209	Q59FS1_HUMAN Q15135 Q14624 Q9UQ54 Q9P190 Q68DH2_HUMAN	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000323929	A2M	D000209	P01023 Q9BQ22_HUMAN Q8N6U2_HUMAN Q6PN97 Q6PIY3_HUMAN Q6PIY3 Q68DN2 Q5QTS0_HUMAN Q5QTS0 Q59F47_HUMAN Q59F47 Q13677	0		207	INDIRECT	207	INDIRECT
11954225	gold sodium thiomalate	M01CB01	9606.ENSP00000327545	NPTXR	D002097	O95502	0		736	INDIRECT	736	INDIRECT
9574101	ximelagatran	B01AE05	9606.ENSP00000308541	ENSP00000308541	D013917	P00734 Q8TD58_HUMAN Q86WA1_HUMAN Q7Z7P3_HUMAN Q69EZ8_HUMAN Q69EZ7_HUMAN Q53H06_HUMAN Q53H04_HUMAN Q4QZ40_HUMAN Q15253_HUMAN	0		950	DIRECT	950	DIRECT
9574101	ximelagatran	B01AE05	D013917	D013917			0		950	DIRECT	950	DIRECT
9574101	ximelagatran	B01AE05	9606.ENSP00000301330	ENSP00000301330	D000410		0		923	INDIRECT	923	INDIRECT
9574101	ximelagatran	B01AE05	9606.ENSP00000345282	GPT2	D000410	Q8TD30_HUMAN Q8N9E2_HUMAN	0		923	INDIRECT	923	INDIRECT
9574101	ximelagatran	B01AE05	D000410	D000410			0		923	INDIRECT	923	INDIRECT
9567831	guanoxabenz	C02CC07	9606.ENSP00000341625	CYB5		P00167 Q9UML1_HUMAN Q6IB14_HUMAN	950	INDIRECT	0		950	INDIRECT
6918453	auranofin	M01CB03	9606.ENSP00000265455	ALOX5		Q5JQ14_HUMAN P09917	950	INDIRECT	0		950	INDIRECT
6335486	bismuth subcitrate	A02BX05	9606.ENSP00000322192	PGA5	D010434	O95576_HUMAN P00790 Q8N1E3 Q658W9_HUMAN	0		950	INDIRECT	950	INDIRECT
6335486	bismuth subcitrate	A02BX05	D010434	D010434			0		950	INDIRECT	950	INDIRECT
5487301	tegaserod	A03AE02	9606.ENSP00000355037	HTR4		Q9UQR6 Q9UE23 Q9UE22 Q9UBT4 Q9UBM6 Q9NY73 Q9H199 Q96KI0 Q96KH9 Q8WYM2_HUMAN Q8IXH9_HUMAN Q712M9_HUMAN Q684M0_HUMAN Q546Q1_HUMAN Q13639	950	DIRECT	0		950	DIRECT
5478817	ferrous fumarate	B03AA02 B03AD02	9606.ENSP00000263258	FTL	D005293	Q4FCH6_HUMAN P02792 Q9BTZ8 Q96CU0_HUMAN Q96AU9_HUMAN Q8WU07_HUMAN Q86WI9_HUMAN Q7Z2W1_HUMAN Q7Z2W1 Q6IBT7_HUMAN	0		845	INDIRECT	845	INDIRECT
5478817	ferrous fumarate	B03AA02 B03AD02	9606.ENSP00000264998	PRO1400	D014168	Q53H26_HUMAN P02787 O43890 Q9UHV0 Q9NQB8	0		950	INDIRECT	950	INDIRECT
5478817	ferrous fumarate	B03AA02 B03AD02	9606.ENSP00000307530	FTLL1	D005293	O00563_HUMAN Q9BYW6_HUMAN Q6DMM8_HUMAN	0		845	INDIRECT	845	INDIRECT
5478817	ferrous fumarate	B03AA02 B03AD02	9606.ENSP00000341714	ENSP00000341714	D005293		0		845	INDIRECT	845	INDIRECT
5478817	ferrous fumarate	B03AA02 B03AD02	9606.ENSP00000351801	ENSP00000351801	D005293	Q6NS36_HUMAN	0		845	INDIRECT	845	INDIRECT
5478817	ferrous fumarate	B03AA02 B03AD02	D005293	D005293			0		845	INDIRECT	845	INDIRECT
5478817	ferrous fumarate	B03AA02 B03AD02	D014168	D014168			0		950	INDIRECT	950	INDIRECT
5473386	6-mercaptopurine		9606.ENSP00000312304	TPMT		P51580 O43213 O14806 O15423 O15424 O15425 O15426 O15515 O15548 Q9UE62 Q9UBT8 Q9UBE6 Q9BS45_HUMAN Q5VUK6_HUMAN	950	DIRECT	0		950	DIRECT
5473386	6-mercaptopurine		9606.ENSP00000355367	HPRT1		Q6LET3_HUMAN P00492	950	DIRECT	0		950	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000023897	GABRA1	D011963	Q53F42_HUMAN P14867 Q8N629	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000229606	GABRR2	D018079	P28476 Q9H153	0		414	DIRECT	876	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000259455	GPR51	D018079	Q5VXZ2 O75975 O75974 O75899 Q9UNS9 Q9UNR1 Q9P1R2 Q8WX04	0		414	DIRECT	876	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000262857	GABRA3	D011963	P34903 Q8TAF9	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000264318	GABRA4	D011963	P48169 Q8IYR7_HUMAN	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000274545	GABRA6	D011963	Q4VAV2_HUMAN Q16445 Q71UU0_HUMAN	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000274547	GABRB2	D011963	Q4FZB2_HUMAN Q16323 P47870	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000275066	GABRR1	D011963	P24046 Q9BX06_HUMAN	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000276369	GABRQ	D011963	Q15739_HUMAN Q9UN88 Q9NZK8	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000295454	GABRB1	D011963	Q8TBK3 P18505 Q16166	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000299267	GABRB3	D011963	Q96FM5 Q68CS5_HUMAN P28472 Q14352	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000331912	GABRG3	D011963	Q9NYT2 Q9HD46 Q99928	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000335592	GABRA5	D011963	P31644 Q9NYT5 Q9NYT4 Q9NYT3 Q53XL6_HUMAN Q53XL6	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000338004	BZRP	D018079	Q96TF6 Q8N730_HUMAN Q8N167_HUMAN Q6ICF9_HUMAN Q6IAZ7_HUMAN Q53Y59_HUMAN Q13850_HUMAN Q13849_HUMAN O76068_HUMAN P30536	0		414	DIRECT	414	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000342957	GABRD	D011963	O14764 Q8N4N9	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000345982	GABRE	D011963	O15345 O15346 Q99520 Q6PCD2_HUMAN P78334	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000348897	GABRA2	D011963	Q8TBI4_HUMAN Q59G14_HUMAN Q4W5L8_HUMAN P47869	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	9606.ENSP00000349000	GABRG2	D011963	Q9UN15 Q9UDB3_HUMAN Q6PCC3_HUMAN Q6GRL6_HUMAN P18507	0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	D011963	D011963			0		489	DIRECT	489	DIRECT
5361323	progabide	N03AG05	D018079	D018079			0		414	DIRECT	414	DIRECT
5361323	progabide	N03AG05	D018080	D018080			0		876	DIRECT	876	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000263518	IKBKG	D051550	Q9Y6K9 Q7Z7F1_HUMAN Q7LBY6_HUMAN	0		691	DIRECT	691	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000265455	ALOX5	D001094	Q5JQ14_HUMAN P09917	950	DIRECT	866	DIRECT	950	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000266054	CHUK	D051550	Q5W0I4_HUMAN Q59GT1_HUMAN Q562E6_HUMAN Q13132 O14666 O15111 Q92467	0		691	DIRECT	691	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000271742	IKBKE	D051550	Q5JTS6_HUMAN Q14164	0		691	DIRECT	691	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000286479	AAC2		Q400I7_HUMAN Q400I5_HUMAN Q16697 Q13146 P11245 O60655 O60654 O43637 Q9H220_HUMAN Q96T65_HUMAN Q96T64_HUMAN Q96KY8_HUMAN Q86XS1_HUMAN Q86XS0_HUMAN Q6LET4_HUMAN	950	DIRECT	0		950	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000293761	ALOX15	D008084	P16050 Q99657 Q8N6R7	0		610	DIRECT	610	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000314879	ALOXE3	D008084	Q9HC22 Q9H4F2 Q9BYJ1 Q3ZB74_HUMAN	0		610	DIRECT	610	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000315167	ALOX12B	D008084	O75342	0		610	DIRECT	610	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000316970	ALOX15B	D008084	O15296 Q9UKM4 Q8TEV6 Q8TEV5 Q8TEV4 Q8TEV3 Q8IYQ2	0		610	DIRECT	610	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000339151	IKBKB	D051550	Q59GL9_HUMAN O14920 O75327	0		691	DIRECT	691	DIRECT
5353980	sulfasalazine	A07EC01	D001094	D001094			0		866	DIRECT	866	DIRECT
5353980	sulfasalazine	A07EC01	D008084	D008084			0		610	DIRECT	610	DIRECT
5353980	sulfasalazine	A07EC01	D051550	D051550			0		691	DIRECT	691	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000228740	LTA4H	D001094	Q59ES1_HUMAN Q49AK0_HUMAN P09960 Q6IAT6_HUMAN	0		866	DIRECT	866	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000251535	ALOX12	D008084	Q16120_HUMAN P18054 O95569 Q9UQM4 Q6ISF8	0		610	DIRECT	610	DIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000263339	IL1A	D007378	Q53QF9_HUMAN P01583 Q7RU02	0		163	INDIRECT	163	INDIRECT
5353980	sulfasalazine	A07EC01	9606.ENSP00000263341	IL1B	D007378	Q53XX2_HUMAN Q53X59_HUMAN O43645_HUMAN P01584 Q9UCT6 Q96HE5 Q7RU01	0		163	INDIRECT	163	INDIRECT
